,idd_-45,idd_125,iddq_-45,iddq_125,fosc_-45,fosc_25,fosc_125,t_err_max,t_err_min,name,type,time,OK
0,9.289095,38.57477,8.743903999999999,188.0067,0.9043938939235755,1.3449761917711192,2.2783609744345954,0.07753434676599369,-2.9575214120986573,tran_SchGtKttTtVt,Sch,Thu Mar 19 17:18:59 2026,False
