,idd_-45,idd_125,iddq_-45,iddq_125,fosc_-45,fosc_25,fosc_125,t_err_max,t_err_min,name,type,time,OK
0,17.12835,43.447359999999996,0.9223856,7.084612,2.2654317206513666,3.471544629221877,6.084174458049969,0.0,-2.4460085403953684,tran_SchGtKttTtVt,Sch,Sat Mar 21 17:47:33 2026,False
