,idd_-45,idd_125,iddq_-45,iddq_125,fosc_-45,fosc_25,fosc_125,t_err_max,t_err_min,name,type,time,OK
0,16.991709999999998,44.48034,1.276137,10.18664,1.853532603860955,2.822968985627618,4.7145273836534685,0.27258015269522673,-7.282347956817603,tran_LayGtKttTtVt,Lay,Mon Mar 23 10:56:14 2026,True
