,idd_-45,idd_125,iddq_-45,iddq_125,fosc_-45,fosc_25,fosc_125,t_err_max,t_err_min,name,type,time,OK
0,19.26685,48.564730000000004,0.9204942,38.04908,1.8074593385268953,2.725919150371723,4.538907228665205,-1.6861943112892597,-7.0808404739632635,tran_LayGtKfsTtVh,Lay,Mon Mar 23 04:07:00 2026,True
1,18.33214,46.65511,1.537336,9.622859,1.8685206851996214,2.849673343464137,4.814294646809691,-2.2669196329061876,-10.422659885527494,tran_LayGtKsfTtVh,Lay,Mon Mar 23 04:06:59 2026,False
2,22.693920000000002,56.4698,1.801893,21.940109999999997,2.4260345781214023,3.658232759891525,6.087950345935939,-2.274012974063009,-7.603408485082369,tran_LayGtKffTtVh,Lay,Mon Mar 23 04:06:59 2026,False
3,15.897840000000002,40.58432,1.578718,9.078984,1.4443109352514527,2.1944370843649814,3.691223783293675,-2.0124150168909054,-9.042170724844837,tran_LayGtKssTtVh,Lay,Mon Mar 23 04:06:59 2026,True
4,17.464290000000002,45.347699999999996,1.4884,36.947449999999996,1.824440273065411,2.75045046090745,4.564450985301862,0.0,-5.429503642866976,tran_LayGtKfsTtVt,Lay,Mon Mar 23 04:06:59 2026,True
5,16.000329999999998,43.9273,1.650451,9.533599,1.7733940483721629,2.897870459194601,4.88632395630918,0.6127152858067362,-19.531729228505327,tran_LayGtKsfTtVt,Lay,Mon Mar 23 04:06:58 2026,False
6,20.78867,52.9719,0.7665735,21.59415,2.4621272792129294,3.7027041931990485,6.142863752543312,0.0,-5.48495202480558,tran_LayGtKffTtVt,Lay,Mon Mar 23 04:06:58 2026,False
7,13.92924,38.08405,1.441843,9.042947,1.412410633080714,2.2224425057313386,3.730040439112958,0.48418903213412534,-12.960029334607782,tran_LayGtKssTtVt,Lay,Mon Mar 23 04:06:58 2026,False
8,15.02314,42.391600000000004,1.923007,35.80898,1.7601197613791604,2.784068600272068,4.619250315661865,2.2877470632669628,-11.747568096245644,tran_LayGtKfsTtVl,Lay,Mon Mar 23 04:06:58 2026,False
9,7.269722,41.55341,1.469395,8.696430000000001,0.8787745773092558,2.946103967224131,4.985943250728546,4.850751670827933,-125.9322401133827,tran_LayGtKsfTtVl,Lay,Mon Mar 23 04:06:57 2026,False
10,17.38517,49.691880000000005,1.8682379999999998,21.101020000000002,2.2940529357354107,3.7600230897113347,6.231505180906937,2.8930117059245077,-17.39285342919628,tran_LayGtKffTtVl,Lay,Mon Mar 23 04:06:57 2026,False
11,7.062946,35.90284,1.806292,9.215283,0.787342493804634,2.2568738645097395,3.7942361081376546,3.86522930288659,-105.24858712745922,tran_LayGtKssTtVl,Lay,Mon Mar 23 04:06:57 2026,False
