,idd_-45,idd_125,iddq_-45,iddq_125,fosc_-45,fosc_25,fosc_125,t_err_max,t_err_min,t_err_com_max,t_err_com_min,name,type,time,OK
13,16.712770000000003,37.94507,1.172926,10.48259,2.4301122685908276,3.2665969111972686,5.222768325188908,14.272248227788232,-11.275663326953861,3.4995369423828393,-5.133624009923251,tran_SchGtKttmmTtVt_16,Sch,Wed Apr  1 16:14:02 2026,False
14,16.06435,38.377210000000005,1.3265239999999998,10.498410000000002,1.8509701808347871,2.668917059207147,4.547911614640966,1.4082312125343321,-2.0752781123316595,1.367495575017692,-1.2970488202072872,tran_SchGtKttmmTtVt_15,Sch,Wed Apr  1 16:14:02 2026,True
15,14.05316,35.85005,1.19344,10.3674,1.8688122984164077,2.754634475871541,4.496637032869184,0.8280897461506456,-7.464153154933186,0.5175560913441442,-2.8014420570549317,tran_SchGtKttmmTtVt_14,Sch,Wed Apr  1 16:14:01 2026,True
16,18.31784,40.53185,1.094811,10.66997,2.4606543834041137,3.365849248126358,5.356876288449079,11.05716852273919,-12.118047034074564,3.067871672781828,-5.252389978544146,tran_SchGtKttmmTtVt_13,Sch,Wed Apr  1 16:14:01 2026,False
17,13.20262,36.31771,1.176734,10.45295,1.6540690810459224,2.6098240659161585,4.469322625654258,2.0643586376790495,-14.820986262593962,1.9707161760200134,-3.5078463673708398,tran_SchGtKttmmTtVt_12,Sch,Wed Apr  1 16:14:00 2026,False
18,11.275,33.97046,1.1473010000000001,10.458749999999998,1.4054555174200323,2.2322488201512387,3.9843993369108777,8.73975443394346,-15.996550707554135,5.783086388431569,-5.373201005661774,tran_SchGtKttmmTtVt_11,Sch,Wed Apr  1 16:14:00 2026,False
19,11.161249999999999,33.05675,0.8933727,10.413089999999999,1.3471512339733034,2.1131377003695877,3.874936935416771,13.56646023601428,-13.77562037584562,8.271446279919623,-6.355256396117586,tran_SchGtKttmmTtVt_10,Sch,Wed Apr  1 16:13:59 2026,False
20,12.6203,34.96501,1.296611,10.40676,1.5750906450661675,2.531542381345453,4.381091273970385,3.3604442490100155,-18.104107950798266,2.7949801249815227,-3.937204025667995,tran_SchGtKttmmTtVt_9,Sch,Wed Apr  1 16:13:59 2026,False
21,14.31517,37.133720000000004,1.324626,10.49431,1.7039471550082168,2.620850224765237,4.4503368483425545,1.054627705099179,-10.263964184885054,1.054627705099179,-2.2890414418398164,tran_SchGtKttmmTtVt_8,Sch,Wed Apr  1 16:13:58 2026,False
22,16.502470000000002,37.47114,1.191813,10.34332,1.9759524322851116,2.715638904456359,4.491150477054302,10.188263538703694,-5.0795416807640805,1.297008533261161,-1.5426742348893319,tran_SchGtKttmmTtVt_7,Sch,Wed Apr  1 16:13:58 2026,False
23,15.74579,38.19097,1.325997,10.44792,1.9616048868346243,2.910614267855327,4.748879445219225,0.28729359632848883,-7.555830062596584,0.17955849770530552,-2.751254879682522,tran_SchGtKttmmTtVt_6,Sch,Wed Apr  1 16:13:58 2026,True
24,14.49654,35.41657,1.168144,10.50417,1.7623100740069961,2.497227711138021,4.136754595444828,4.58313294509874,-4.778425596828811,0.3690321338712188,-1.125671302678162,tran_SchGtKttmmTtVt_5,Sch,Wed Apr  1 16:13:57 2026,True
25,14.02192,36.376740000000005,1.188792,10.371929999999999,1.873800102860701,2.8273818019643517,4.641423460936684,0.0,-6.818331626998344,0.0,-2.166279366872148,tran_SchGtKttmmTtVt_4,Sch,Wed Apr  1 16:13:57 2026,True
