,idd_-45,idd_25,idd_125,iddq_-45,iddq_25,iddq_125,fosc_-45,fosc_25,fosc_125,t_err_max,t_err_min,t_err_com_max,t_err_com_min,name,type,time,OK
0,14.57858,23.459600000000002,37.8535,1.742827,3.424045,15.454,1.4700910462033985,2.1682988228086932,3.5498870039172905,0.1655792675258141,-6.507255441746537,0.1655792675258141,-1.6204228729568815,tran_LayGtKttTtVt,Lay,Tue Apr 28 20:36:17 2026,False
