,idd_-45,idd_125,iddq_-45,iddq_125,fosc_-45,fosc_25,fosc_125,t_err_max,t_err_min,name,type,time,OK
0,19.12874,46.97984,1.161638,37.85644,2.189301754917405,3.3493938958960117,5.84323347958328,0.4323186070510445,-5.588673636816509,tran_SchGtKfsTtVh,Sch,Mon Mar 23 12:54:43 2026,True
1,18.256990000000002,45.4555,1.140517,9.899134,2.2722236704021435,3.483556748656374,6.026393089046443,-2.592582732940869,-7.6354977166789695,tran_SchGtKsfTtVh,Sch,Mon Mar 23 12:54:43 2026,False
2,22.35342,54.762229999999995,0.7383270000000001,21.37206,3.0042753446415174,4.588536962270711,7.963119825921081,-2.1097397315479895,-5.986690139193669,tran_SchGtKffTtVh,Sch,Mon Mar 23 12:54:42 2026,False
3,15.875560000000002,39.55605,1.261454,10.25186,1.7204114833226525,2.639525830889312,4.547722737439312,-2.222588291755784,-7.002083443823921,tran_SchGtKssTtVh,Sch,Mon Mar 23 12:54:41 2026,True
4,17.53302,44.053340000000006,1.1096860000000002,36.79449,2.211871822812215,3.3770907484739805,5.85584975251586,1.2288632547779201,-3.884926833332699,tran_SchGtKfsTtVt,Sch,Mon Mar 23 12:54:40 2026,True
5,16.73899,42.9399,0.8534117,10.06535,2.252576531942331,3.548604031905402,6.117270140072349,0.5127478577842624,-9.068645141012468,tran_SchGtKsfTtVt,Sch,Mon Mar 23 12:54:40 2026,False
6,20.786369999999998,51.466840000000005,1.117791,21.00381,3.0556225088586455,4.645360067272058,8.003379204553033,0.0,-3.1707828661648847,tran_SchGtKffTtVt,Sch,Mon Mar 23 12:54:39 2026,False
7,14.495840000000001,37.26385,1.294926,10.40917,1.7198863285466433,2.676548067479135,4.600016166054961,0.2974264610181123,-7.052588801176427,tran_SchGtKssTtVt,Sch,Mon Mar 23 12:54:39 2026,True
8,16.082819999999998,41.338609999999996,1.2676399999999999,35.73148,2.196435671111555,3.4167408119458624,5.896679455053561,2.7473574375059826,-5.048824107823492,tran_SchGtKfsTtVl,Sch,Mon Mar 23 12:54:38 2026,True
9,11.23739,40.71031,0.9523214999999999,9.669772,1.5368753273479887,3.6310877661476497,6.25005006052939,4.7833201439184165,-67.90687213397754,tran_SchGtKsfTtVl,Sch,Mon Mar 23 12:54:37 2026,False
10,18.922759999999997,48.47907,1.170771,20.63053,3.009437394109629,4.723862479032078,8.093697440625855,3.0274284870851247,-5.702075786028431,tran_SchGtKffTtVl,Sch,Mon Mar 23 12:54:37 2026,False
11,10.41009,35.175819999999995,1.404091,10.47727,1.3256304619333263,2.726017860237015,4.676899031176175,3.7846185651258324,-48.271570006034736,tran_SchGtKssTtVl,Sch,Mon Mar 23 12:54:36 2026,False
